clean,clean_label,clean_idx,corrupted,corrupted_label,corrupted_idx
"Q: On the desk, you see a blue pen and a green jug. What color is the jug? A: green Q: On the floor, I see a purple notebook, a pink pen, and a blue ball. What color is the ball? A:",blue,4797,"Q: On the desk, you see a blue pen and a green jug. What color is the jug? A: green Q: On the floor, I see an orange ball, a black bowl, and a grey pen. What color is the pen? A:",grey,14370
"Q: On the floor, there is a pink ball, a red pen, and a purple bowl. What color is the ball? A: pink Q: On the floor, there is a red cup and a silver pencil. What color is the pencil? A:",silver,9711,"Q: On the floor, there is a pink ball, a red pen, and a purple bowl. What color is the ball? A: pink Q: On the floor, there is a brown jug and a yellow bowl. What color is the jug? A:",brown,8516
"Q: On the table, I see a brown notebook, a black pen, and a purple plate. What color is the pen? A: black Q: On the desk, I see a grey bowl and a brown pencil. What color is the pencil? A:",brown,8516,"Q: On the table, I see a brown notebook, a black pen, and a purple plate. What color is the pen? A: black Q: On the desk, I see a blue jug and a green pen. What color is the jug? A:",blue,4797
"Q: On the table, you see a silver cup, a purple lighter, and a blue ball. What color is the ball? A: blue Q: On the desk, I see a silver pencil, an orange jug, and a yellow notebook. What color is the jug? A:",orange,13735,"Q: On the table, you see a silver cup, a purple lighter, and a blue ball. What color is the ball? A: blue Q: On the desk, I see a gold plate, a blue mug, and a green notebook. What color is the notebook? A:",green,4759
"Q: On the desk, there is a grey necklace and a silver envelope. What color is the necklace? A: grey Q: On the desk, there is an orange envelope, a green textbook, a grey plate, and a pink bottle. What color is the envelope? A:",orange,13735,"Q: On the desk, there is a grey necklace and a silver envelope. What color is the necklace? A: grey Q: On the desk, there is a grey plate, a green pencil, a black ball, and an orange bottle. What color is the pencil? A:",green,4759
"Q: On the floor, there is a red cup, a grey pencil, an orange envelope, and a purple notebook. What color is the cup? A: red Q: On the floor, I see a red envelope and a gold jug. What color is the jug? A:",gold,5328,"Q: On the floor, there is a red cup, a grey pencil, an orange envelope, and a purple notebook. What color is the cup? A: red Q: On the floor, I see a red ball and a grey necklace. What color is the ball? A:",red,2502
"Q: On the table, you see an orange puzzle, a pink bottle, a blue envelope, and a silver jug. What color is the jug? A: silver Q: On the floor, there is a yellow jug, a silver puzzle, an orange lighter, and a grey necklace. What color is the lighter? A:",orange,13735,"Q: On the table, you see an orange puzzle, a pink bottle, a blue envelope, and a silver jug. What color is the jug? A: silver Q: On the floor, there is a black puzzle, a blue pen, a red mug, and an orange envelope. What color is the pen? A:",blue,4797
"Q: On the table, I see a black pencil, an orange notebook, and a gold necklace. What color is the notebook? A: orange Q: On the desk, there is a grey pencil, an orange bowl, and a purple necklace. What color is the pencil? A:",grey,14370,"Q: On the table, I see a black pencil, an orange notebook, and a gold necklace. What color is the notebook? A: orange Q: On the desk, there is a gold pen, a purple pencil, and a red lighter. What color is the lighter? A:",red,2502
"Q: On the desk, you see a green pencil, a black ball, a purple envelope, and a red jug. What color is the jug? A: red Q: On the table, there is a purple ball, a blue plate, a grey jug, and a black pencil. What color is the pencil? A:",black,2806,"Q: On the desk, you see a green pencil, a black ball, a purple envelope, and a red jug. What color is the jug? A: red Q: On the table, there is a purple ball, a green lighter, a black puzzle, and a pink jug. What color is the jug? A:",pink,14863
"Q: On the table, I see a pink notebook, a blue bowl, a yellow bottle, and a brown necklace. What color is the bowl? A: blue Q: On the table, you see a black envelope, a silver notebook, an orange pencil, and a pink textbook. What color is the notebook? A:",silver,9711,"Q: On the table, I see a pink notebook, a blue bowl, a yellow bottle, and a brown necklace. What color is the bowl? A: blue Q: On the table, you see a red pen, a yellow plate, a green cup, and a pink mug. What color is the pen? A:",red,2502
"Q: On the desk, I see a grey pencil, a black lighter, and a purple puzzle. What color is the lighter? A: black Q: On the table, you see a blue necklace and a purple textbook. What color is the textbook? A:",purple,19445,"Q: On the desk, I see a grey pencil, a black lighter, and a purple puzzle. What color is the lighter? A: black Q: On the table, you see an orange necklace and a green notebook. What color is the notebook? A:",green,4759
"Q: On the floor, there is a black bowl, a blue puzzle, a gold textbook, and a silver cup. What color is the puzzle? A: blue Q: On the floor, there is an orange ball and a pink pen. What color is the ball? A:",orange,13735,"Q: On the floor, there is a black bowl, a blue puzzle, a gold textbook, and a silver cup. What color is the puzzle? A: blue Q: On the floor, there is a gold pencil and a blue lighter. What color is the lighter? A:",blue,4797
"Q: On the desk, there is a yellow pen, a silver bottle, an orange plate, and a gold necklace. What color is the pen? A: yellow Q: On the floor, there is a yellow bottle and a black bowl. What color is the bottle? A:",yellow,8862,"Q: On the desk, there is a yellow pen, a silver bottle, an orange plate, and a gold necklace. What color is the pen? A: yellow Q: On the floor, there is a red plate and a purple pen. What color is the plate? A:",red,2502
"Q: On the table, I see a gold plate and a green jug. What color is the plate? A: gold Q: On the table, I see a brown ball, a gold necklace, and a red cup. What color is the ball? A:",brown,8516,"Q: On the table, I see a gold plate and a green jug. What color is the plate? A: gold Q: On the table, I see a brown lighter, a blue bottle, and a yellow puzzle. What color is the bottle? A:",blue,4797
"Q: On the desk, I see a yellow necklace, a pink jug, and a brown ball. What color is the necklace? A: yellow Q: On the floor, there is a blue lighter, a gold mug, and a red ball. What color is the lighter? A:",blue,4797,"Q: On the desk, I see a yellow necklace, a pink jug, and a brown ball. What color is the necklace? A: yellow Q: On the floor, there is a red necklace, a gold bowl, and a green cup. What color is the necklace? A:",red,2502
"Q: On the table, I see a yellow textbook, a blue puzzle, a black jug, and a red notebook. What color is the jug? A: black Q: On the table, there is a yellow notebook, a gold pen, and a purple puzzle. What color is the notebook? A:",yellow,8862,"Q: On the table, I see a yellow textbook, a blue puzzle, a black jug, and a red notebook. What color is the jug? A: black Q: On the table, there is a pink lighter, a black bottle, and a gold ball. What color is the bottle? A:",black,2806
"Q: On the desk, I see a black jug and a blue bowl. What color is the jug? A: black Q: On the desk, you see a black envelope, a grey bowl, and a pink necklace. What color is the necklace? A:",pink,14863,"Q: On the desk, I see a black jug and a blue bowl. What color is the jug? A: black Q: On the desk, you see a pink bowl, a gold textbook, and a red lighter. What color is the lighter? A:",red,2502
"Q: On the table, there is a purple plate and a brown ball. What color is the plate? A: purple Q: On the floor, there is a silver lighter and a brown mug. What color is the mug? A:",brown,8516,"Q: On the table, there is a purple plate and a brown ball. What color is the plate? A: purple Q: On the floor, there is a purple mug and an orange envelope. What color is the envelope? A:",orange,13735
"Q: On the floor, you see a pink envelope and a blue cup. What color is the envelope? A: pink Q: On the floor, you see a pink textbook and a black envelope. What color is the textbook? A:",pink,14863,"Q: On the floor, you see a pink envelope and a blue cup. What color is the envelope? A: pink Q: On the floor, you see an orange bowl and a blue necklace. What color is the bowl? A:",orange,13735
"Q: On the table, I see a blue cup, a pink necklace, and an orange mug. What color is the cup? A: blue Q: On the table, I see an orange lighter and a grey envelope. What color is the lighter? A:",orange,13735,"Q: On the table, I see a blue cup, a pink necklace, and an orange mug. What color is the cup? A: blue Q: On the table, I see a brown mug and a purple bottle. What color is the mug? A:",brown,8516
"Q: On the desk, you see a green plate and an orange bowl. What color is the plate? A: green Q: On the desk, there is a silver textbook and a blue lighter. What color is the textbook? A:",silver,9711,"Q: On the desk, you see a green plate and an orange bowl. What color is the plate? A: green Q: On the desk, there is a grey bowl and a green puzzle. What color is the bowl? A:",grey,14370
"Q: On the table, I see a blue bowl, a gold envelope, and a black bottle. What color is the bottle? A: black Q: On the table, I see a yellow plate, a grey necklace, and an orange textbook. What color is the plate? A:",yellow,8862,"Q: On the table, I see a blue bowl, a gold envelope, and a black bottle. What color is the bottle? A: black Q: On the table, I see a grey mug, a green cup, and a black jug. What color is the jug? A:",black,2806
"Q: On the desk, I see an orange pencil, a gold plate, and a yellow cup. What color is the plate? A: gold Q: On the desk, there is a yellow envelope and a red textbook. What color is the textbook? A:",red,2502,"Q: On the desk, I see an orange pencil, a gold plate, and a yellow cup. What color is the plate? A: gold Q: On the desk, there is a silver lighter and a grey textbook. What color is the textbook? A:",grey,14370
