Unnamed: 0,operation,clean,answer,corrupted,corrupted_answer,answer_idx,corrupted_idx
43962,+,155+44=,199,172+46=,218,2550,13302
43963,+,155+45=,200,200+289=,489,1049,22418
43964,+,155+46=,201,67+209=,276,679,16660
43965,+,155+47=,202,60+57=,117,2366,8546
43966,+,155+48=,203,71+242=,313,9639,15231
43967,+,155+49=,204,293+210=,503,7854,17735
43968,+,155+50=,205,102+43=,145,10866,9591
43969,+,155+51=,206,93+39=,132,11056,9413
43970,+,155+52=,207,134+277=,411,12060,17337
43971,+,155+53=,208,15+264=,279,12171,17267
43972,+,155+54=,209,85+134=,219,12652,13762
43973,+,155+55=,210,299+106=,405,8848,16408
43974,+,155+56=,211,80+216=,296,11483,17408
43975,+,155+57=,212,129+282=,411,11227,17337
43976,+,155+58=,213,77+228=,305,11702,13364
43977,+,155+59=,214,150+37=,187,11584,9674
43978,+,155+60=,215,90+83=,173,12112,11908
43979,+,155+61=,216,151+292=,443,12463,17147
43980,+,155+62=,217,168+82=,250,13460,5154
43981,+,155+63=,218,166+43=,209,13302,12652
43982,+,155+64=,219,24+174=,198,13762,3753
43983,+,155+65=,220,241+174=,415,8610,18136
43984,+,155+66=,221,211+151=,362,12425,18509
43985,+,155+67=,222,234+271=,505,9716,17786
43986,+,155+68=,223,55+153=,208,12533,12171
43987,+,155+69=,224,124+14=,138,10697,10350
43988,+,155+70=,225,134+294=,428,11057,19140
43989,+,155+71=,226,20+275=,295,14057,16780
43990,+,155+72=,227,214+97=,311,14206,15134
43991,+,155+73=,228,232+159=,391,14261,19631
43992,+,155+74=,229,113+37=,150,14378,3965
43993,+,155+75=,230,271+261=,532,9870,20711
43994,+,155+76=,231,158+245=,403,12245,13074
43995,+,155+77=,232,280+146=,426,12338,20363
43996,+,155+78=,233,156+11=,167,12994,11515
43997,+,155+79=,234,246+237=,483,11727,21884
43998,+,155+80=,235,287+178=,465,12422,19988
43999,+,155+81=,236,211+57=,268,14087,16332
44000,+,155+82=,237,26+296=,322,14590,15805
44001,+,155+83=,238,205+10=,215,13895,12112
44002,+,155+84=,239,128+268=,396,14815,19615
44003,+,155+85=,240,288+84=,372,8273,17662
44004,+,155+86=,241,106+40=,146,13341,10465
44005,+,155+87=,242,161+147=,308,12754,14498
44006,+,155+88=,243,64+82=,146,14052,10465
44007,+,155+89=,244,214+87=,301,13719,12405
44008,+,155+90=,245,267+83=,350,13078,8652
44009,+,155+92=,247,78+95=,173,14125,11908
44010,+,155+93=,248,144+53=,197,14185,4468
44011,+,155+94=,249,210+165=,375,14735,12935
44012,+,155+95=,250,106+44=,150,5154,3965
44013,+,155+96=,251,136+26=,162,13860,10674
44014,+,155+97=,252,150+77=,227,12326,14206
44015,+,155+98=,253,135+57=,192,14022,5926
44016,+,155+99=,254,297+149=,446,12375,20385
44017,+,155+100=,255,166+157=,323,3192,15726
44018,+,155+101=,256,233+155=,388,4146,19081
44019,+,155+102=,257,292+114=,406,15574,17264
44020,+,155+103=,258,270+72=,342,15966,17590
44021,+,155+104=,259,180+49=,229,15537,14378
44022,+,155+105=,260,15+0=,15,11387,868
44023,+,155+106=,261,211+171=,382,15602,18781
44024,+,155+107=,262,157+266=,423,14274,19711
44025,+,155+108=,263,2+23=,25,15666,914
44026,+,155+109=,264,193+140=,333,12815,8765
44027,+,155+110=,265,114+197=,311,14374,15134
44028,+,155+111=,266,238+143=,381,15999,19162
44029,+,155+112=,267,149+232=,381,16567,19162
44030,+,155+113=,268,172+261=,433,16332,20153
44031,+,155+114=,269,135+78=,213,16955,11702
44032,+,155+115=,270,143+108=,251,10914,13860
44033,+,155+116=,271,180+237=,417,15828,19561
44034,+,155+117=,272,228+163=,391,15741,19631
44035,+,155+118=,273,250+247=,497,15451,22640
44036,+,155+119=,274,152+207=,359,16590,19192
44037,+,155+120=,275,204+190=,394,14417,20077
44038,+,155+121=,276,71+25=,96,16660,4161
44039,+,155+122=,277,295+92=,387,16367,20062
44040,+,155+123=,278,87+210=,297,16949,18163
44041,+,155+124=,279,86+86=,172,17267,10861
44042,+,155+125=,280,231+130=,361,11209,18277
44043,+,155+126=,281,129+280=,409,15282,12378
44044,+,155+127=,282,161+152=,313,16544,15231
44045,+,155+128=,283,13+225=,238,16085,13895
44046,+,155+129=,284,13+158=,171,17058,11123
44047,+,155+130=,285,82+119=,201,15935,679
44048,+,155+131=,286,115+77=,192,17361,5926
44049,+,155+132=,287,15+270=,285,17897,15935
44050,+,155+133=,288,181+28=,209,15287,12652
44051,+,155+134=,289,219+240=,459,17212,22094
44052,+,155+135=,290,81+157=,238,13754,13895
44053,+,155+136=,291,219+241=,460,17335,16551
44054,+,155+137=,292,4+180=,184,16443,10336
44055,+,155+138=,293,204+2=,206,17313,11056
44056,+,155+139=,294,209+291=,500,17168,2636
44057,+,155+140=,295,266+75=,341,16780,16546
44058,+,155+141=,296,229+171=,400,17408,3443
44059,+,155+142=,297,241+261=,502,18163,17824
44060,+,155+143=,298,106+282=,388,17690,19081
44061,+,155+144=,299,198+118=,316,15531,15340
44062,+,155+145=,300,258+202=,460,3101,16551
44063,+,155+146=,301,116+102=,218,12405,13302
44064,+,155+147=,302,69+32=,101,13121,4645
44065,+,155+148=,303,150+155=,305,13236,13364
44066,+,155+149=,304,62+200=,262,12166,14274
44067,+,155+150=,305,172+80=,252,13364,12326
44068,+,155+151=,306,220+163=,383,12879,19230
44069,+,155+152=,307,2+74=,76,14777,4767
44070,+,155+153=,308,290+187=,477,14498,21144
44071,+,155+154=,309,23+24=,47,15500,2618
44072,+,155+155=,310,186+202=,388,12226,19081
44073,+,155+156=,311,167+284=,451,15134,20360
44074,+,155+157=,312,114+122=,236,13384,14087
44075,+,155+158=,313,36+237=,273,15231,15451
44076,+,155+159=,314,237+43=,280,16104,11209
44077,+,155+160=,315,190+45=,235,15189,12422
44078,+,155+161=,316,64+91=,155,15340,9992
44079,+,155+162=,317,168+202=,370,16718,14648
44080,+,155+163=,318,226+161=,387,17592,20062
44081,+,155+164=,319,223+22=,245,16874,13078
44082,+,155+165=,320,133+294=,427,9588,20465
44083,+,155+166=,321,16+50=,66,14423,2287
44084,+,155+167=,322,202+247=,449,15805,21125
44085,+,155+168=,323,288+187=,475,15726,19799
44086,+,155+169=,324,220+274=,494,16723,22054
44087,+,155+170=,325,17+1=,18,15257,972
44088,+,155+171=,326,24+122=,146,17470,10465
44089,+,155+172=,327,3+231=,234,13817,11727
44090,+,155+173=,328,190+226=,416,16884,17763
44091,+,155+174=,329,130+62=,192,18196,5926
44092,+,155+175=,330,24+250=,274,10568,16590
44093,+,155+176=,331,135+14=,149,16707,10161
44094,+,155+177=,332,56+166=,222,17079,9716
44095,+,155+178=,333,227+139=,366,8765,18044
44096,+,155+179=,334,144+59=,203,17153,9639
44097,+,155+180=,335,132+250=,382,16596,18781
44098,+,155+181=,336,295+212=,507,17014,20068
44099,+,155+182=,337,191+211=,402,17609,16496
44100,+,155+183=,338,216+227=,443,18633,17147
44101,+,155+184=,339,31+279=,310,17887,12226
44102,+,155+185=,340,266+74=,340,13679,13679
44103,+,155+186=,341,201+58=,259,16546,15537
44104,+,155+187=,342,279+35=,314,17590,16104
44105,+,155+188=,343,148+53=,201,16522,679
44106,+,155+189=,344,175+33=,208,17451,12171
44107,+,155+190=,345,47+66=,113,12901,8190
44108,+,155+191=,346,161+168=,329,18061,18196
44109,+,155+192=,347,99+10=,109,17678,7743
44110,+,155+193=,348,124+222=,346,19746,18061
44111,+,155+194=,349,114+21=,135,18634,8878
44112,+,155+195=,350,114+76=,190,8652,7028
44113,+,155+196=,351,196+17=,213,18113,11702
44114,+,155+197=,352,243+244=,487,16482,22184
44115,+,155+198=,353,158+125=,283,17228,16085
44116,+,155+199=,354,173+215=,388,18384,19081
44117,+,155+200=,355,240+123=,363,17306,18199
44118,+,155+201=,356,18+296=,314,18349,16104
44119,+,155+202=,357,74+129=,203,18520,9639
44120,+,155+203=,358,148+124=,272,17112,15741
44121,+,155+204=,359,43+156=,199,19192,2550
44122,+,155+205=,360,215+26=,241,6843,13341
44123,+,155+206=,361,118+249=,367,18277,18775
44124,+,155+207=,362,179+225=,404,18509,7507
44125,+,155+208=,363,68+148=,216,18199,12463
44126,+,155+209=,364,238+78=,316,15951,15340
44127,+,155+210=,365,131+231=,362,12676,18509
44128,+,155+211=,366,102+65=,167,18044,11515
44129,+,155+212=,367,282+193=,475,18775,19799
44130,+,155+213=,368,11+100=,111,19057,5037
44131,+,155+214=,369,274+254=,528,19929,21458
44132,+,155+215=,370,171+297=,468,14648,20304
44133,+,155+216=,371,220+81=,301,18650,12405
44134,+,155+217=,372,165+54=,219,17662,13762
44135,+,155+218=,373,170+57=,227,18017,14206
44136,+,155+219=,374,26+242=,268,18265,16332
44137,+,155+220=,375,167+109=,276,12935,16660
44138,+,155+221=,376,198+63=,261,18322,15602
44139,+,155+222=,377,61+86=,147,10898,10288
44140,+,155+223=,378,41+182=,223,19166,12533
44141,+,155+224=,379,3+76=,79,19867,4643
44142,+,155+225=,380,112+133=,245,13897,13078
44143,+,155+226=,381,260+258=,518,19162,21312
44144,+,155+227=,382,71+3=,74,18781,5728
44145,+,155+228=,383,55+215=,270,19230,10914
44146,+,155+229=,384,161+113=,274,12910,16590
44147,+,155+230=,385,147+196=,343,18695,16522
44148,+,155+231=,386,26+142=,168,16481,8953
44149,+,155+232=,387,101+274=,375,20062,12935
44150,+,155+233=,388,146+264=,410,19081,14487
44151,+,155+234=,389,199+135=,334,20422,17153
44152,+,155+235=,390,53+116=,169,15515,11739
44153,+,155+236=,391,234+57=,291,19631,17335
44154,+,155+237=,392,288+284=,572,19695,22468
44155,+,155+238=,393,216+237=,453,18252,20235
44156,+,155+239=,394,45+102=,147,20077,10288
44157,+,155+240=,395,72+272=,344,19498,17451
44158,+,155+241=,396,256+286=,542,19615,21791
44159,+,155+242=,397,273+175=,448,20698,19956
44160,+,155+243=,398,88+163=,251,19838,13860
44161,+,155+244=,399,270+227=,497,18572,22640
44162,+,155+245=,400,109+16=,125,3443,6549
44163,+,155+246=,401,27+1=,28,10841,1591
44164,+,155+247=,402,260+92=,352,16496,16482
44165,+,155+248=,403,19+107=,126,13074,9390
44166,+,155+249=,404,251+67=,318,7507,17592
44167,+,155+250=,405,157+228=,385,16408,18695
44168,+,155+251=,406,21+7=,28,17264,1591
44169,+,155+252=,407,161+202=,363,18501,18199
44170,+,155+253=,408,299+94=,393,18058,18252
44171,+,155+254=,409,266+194=,460,12378,16551
44172,+,155+255=,410,263+2=,265,14487,14374
44173,+,155+256=,411,115+245=,360,17337,6843
44174,+,155+257=,412,267+155=,422,17574,16460
44175,+,155+258=,413,202+163=,365,19288,12676
44176,+,155+259=,414,158+103=,261,17448,15602
44177,+,155+260=,415,286+203=,489,18136,22418
44178,+,155+261=,416,207+244=,451,17763,20360
44179,+,155+262=,417,255+261=,516,19561,20571
44180,+,155+263=,418,72+262=,334,19770,17153
44181,+,155+264=,419,100+1=,101,19391,4645
44182,+,155+265=,420,219+94=,313,12819,15231
44183,+,155+266=,421,117+124=,241,18245,13341
44184,+,155+267=,422,291+106=,397,16460,20698
44185,+,155+268=,423,268+111=,379,19711,19867
44186,+,155+269=,424,157+215=,372,18517,17662
44187,+,155+270=,425,297+191=,488,17837,21310
44188,+,155+271=,426,220+53=,273,20363,15451
44189,+,155+272=,427,56+227=,283,20465,16085
44190,+,155+273=,428,293+0=,293,19140,17313
44191,+,155+274=,429,11+265=,276,16371,16660
44192,+,155+275=,430,162+60=,222,14245,9716
44193,+,155+276=,431,101+284=,385,19852,18695
44194,+,155+277=,432,86+128=,214,16739,11584
44195,+,155+278=,433,186+156=,342,20153,17590
44196,+,155+279=,434,56+203=,259,20165,15537
44197,+,155+280=,435,193+199=,392,19305,19695
44198,+,155+281=,436,150+243=,393,21299,18252
44199,+,155+282=,437,212+170=,382,18318,18781
44200,+,155+283=,438,192+169=,361,20596,18277
44201,+,155+284=,439,236+193=,429,20963,16371
44202,+,155+285=,440,157+165=,322,14868,15805
44203,+,155+286=,441,232+280=,512,18495,8358
44204,+,155+287=,442,268+7=,275,20502,14417
44205,+,155+288=,443,218+3=,221,17147,12425
44206,+,155+289=,444,205+65=,270,14870,10914
44207,+,155+290=,445,59+236=,295,19697,16780
44208,+,155+291=,446,202+34=,236,20385,14087
44209,+,155+292=,447,252+74=,326,20800,17470
44210,+,155+293=,448,115+254=,369,19956,19929
44211,+,155+294=,449,50+105=,155,21125,9992
44212,+,155+295=,450,166+30=,196,10617,5162
44213,+,155+296=,451,53+85=,138,20360,10350
44214,+,155+297=,452,192+258=,450,21098,10617
44215,+,155+298=,453,207+215=,422,20235,16460
44216,+,155+299=,454,13+186=,199,20555,2550
44217,+,156+0=,156,196+253=,449,10132,21125
44218,+,156+1=,157,67+83=,150,10895,3965
44219,+,156+2=,158,52+252=,304,11286,12166
44220,+,156+3=,159,226+221=,447,11068,20800
44221,+,156+4=,160,36+102=,138,6330,10350
44222,+,156+5=,161,112+283=,395,10718,19498
44223,+,156+6=,162,204+116=,320,10674,9588
44224,+,156+7=,163,176+247=,423,9892,19711
44225,+,156+8=,164,263+206=,469,10513,21330
44226,+,156+9=,165,87+156=,243,10680,14052
44227,+,156+10=,166,32+49=,81,11247,5932
44228,+,156+11=,167,76+59=,135,11515,8878
44229,+,156+12=,168,21+5=,26,8953,1627
44230,+,156+13=,169,200+221=,421,11739,18245
44231,+,156+14=,170,167+251=,418,8258,19770
44232,+,156+15=,171,70+287=,357,11123,18520
44233,+,156+16=,172,145+69=,214,10861,11584
44234,+,156+17=,173,255+47=,302,11908,13121
44235,+,156+18=,174,74+64=,138,11771,10350
44236,+,156+19=,175,281+99=,380,10005,13897
44237,+,156+20=,176,139+172=,311,10967,15134
44238,+,156+21=,177,100+118=,218,11242,13302
44239,+,156+22=,178,114+118=,232,11256,12338
44240,+,156+23=,179,20+85=,105,11128,6550
44241,+,156+24=,180,122+229=,351,5245,18113
44242,+,156+25=,181,153+296=,449,10562,21125
44243,+,156+26=,182,274+240=,514,10828,20998
44244,+,156+27=,183,76+13=,89,10750,4578
44245,+,156+28=,184,237+44=,281,10336,15282
44246,+,156+29=,185,92+153=,245,9741,13078
44247,+,156+30=,186,174+297=,471,9714,20617
44248,+,156+31=,187,0+1=,1,9674,16
44249,+,156+32=,188,39+106=,145,9367,9591
44250,+,156+33=,189,210+109=,319,9378,16874
44251,+,156+34=,190,67+108=,175,7028,10005
44252,+,156+35=,191,48+135=,183,7529,10750
44253,+,156+36=,192,176+251=,427,5926,20465
44254,+,156+37=,193,80+275=,355,7285,17306
44255,+,156+38=,194,196+88=,284,6393,17058
44256,+,156+39=,195,8+91=,99,6280,1484
44257,+,156+40=,196,63+54=,117,5162,8546
44258,+,156+41=,197,281+261=,542,4468,21791
44259,+,156+42=,198,133+70=,203,3753,9639
44260,+,156+43=,199,176+33=,209,2550,12652
44261,+,156+44=,200,231+222=,453,1049,20235
44262,+,156+45=,201,39+175=,214,679,11584
44263,+,156+46=,202,140+209=,349,2366,18634
44264,+,156+47=,203,229+102=,331,9639,16707
44265,+,156+48=,204,39+36=,75,7854,2075
44266,+,156+49=,205,62+74=,136,10866,9795
44267,+,156+50=,206,270+277=,547,11056,23215
44268,+,156+51=,207,95+23=,118,12060,8899
44269,+,156+52=,208,60+50=,110,12171,5120
44270,+,156+53=,209,113+226=,339,12652,17887
44271,+,156+54=,210,286+19=,305,8848,13364
44272,+,156+55=,211,46+145=,191,11483,7529
44273,+,156+56=,212,161+55=,216,11227,12463
44274,+,156+57=,213,195+63=,258,11702,15966
44275,+,156+58=,214,56+103=,159,11584,11068
44276,+,156+59=,215,282+140=,422,12112,16460
44277,+,156+60=,216,228+274=,502,12463,17824
44278,+,156+61=,217,272+18=,290,13460,13754
44279,+,156+62=,218,20+229=,249,13302,14735
44280,+,156+63=,219,18+90=,108,13762,6640
44281,+,156+64=,220,267+30=,297,8610,18163
44282,+,156+65=,221,271+71=,342,12425,17590
44283,+,156+66=,222,174+272=,446,9716,20385
44284,+,156+67=,223,39+51=,90,12533,1954
44285,+,156+68=,224,28+265=,293,10697,17313
44286,+,156+69=,225,167+114=,281,11057,15282
44287,+,156+70=,226,166+254=,420,14057,12819
44288,+,156+71=,227,57+8=,65,14206,2397
44289,+,156+72=,228,13+105=,118,14261,8899
44290,+,156+73=,229,26+77=,103,14378,6889
44291,+,156+74=,230,165+96=,261,9870,15602
44292,+,156+75=,231,218+219=,437,12245,18318
44293,+,156+76=,232,287+50=,337,12338,17609
44294,+,156+77=,233,132+296=,428,12994,19140
44295,+,156+78=,234,60+139=,199,11727,2550
44296,+,156+79=,235,47+218=,265,12422,14374
44297,+,156+80=,236,296+150=,446,14087,20385
44298,+,156+81=,237,201+152=,353,14590,17228
44299,+,156+82=,238,111+144=,255,13895,3192
44300,+,156+83=,239,147+97=,244,14815,13719
44301,+,156+84=,240,215+156=,371,8273,18650
44302,+,156+85=,241,186+252=,438,13341,20596
44303,+,156+86=,242,233+62=,295,12754,16780
44304,+,156+87=,243,115+232=,347,14052,17678
44305,+,156+88=,244,171+131=,302,13719,13121
44306,+,156+89=,245,167+120=,287,13078,17897
44307,+,156+90=,246,216+187=,403,14205,13074
44308,+,156+92=,248,18+169=,187,14185,9674
44309,+,156+93=,249,116+195=,311,14735,15134
44310,+,156+94=,250,227+49=,276,5154,16660
44311,+,156+95=,251,159+193=,352,13860,16482
44312,+,156+97=,253,22+109=,131,14022,9263
44313,+,156+98=,254,206+199=,405,12375,16408
44314,+,156+99=,255,299+227=,526,3192,22593
44315,+,156+100=,256,290+29=,319,4146,16874
44316,+,156+101=,257,36+291=,327,15574,13817
44317,+,156+102=,258,137+162=,299,15966,15531
44318,+,156+103=,259,75+155=,230,15537,9870
44319,+,156+104=,260,6+10=,16,11387,845
44320,+,156+105=,261,194+65=,259,15602,15537
44321,+,156+106=,262,141+256=,397,14274,20698
44322,+,156+107=,263,208+1=,209,15666,12652
44323,+,156+108=,264,261+87=,348,12815,19746
44324,+,156+109=,265,114+5=,119,14374,9079
44325,+,156+110=,266,284+230=,514,15999,20998
44326,+,156+111=,267,160+172=,332,16567,17079
44327,+,156+112=,268,236+296=,532,16332,20711
44328,+,156+113=,269,130+191=,321,16955,14423
44329,+,156+114=,270,72+175=,247,10914,14125
44330,+,156+115=,271,289+228=,517,15828,22507
44331,+,156+116=,272,166+65=,231,15741,12245
44332,+,156+117=,273,197+277=,474,15451,21358
44333,+,156+118=,274,172+75=,247,16590,14125
44334,+,156+119=,275,242+47=,289,14417,17212
44335,+,156+120=,276,111+188=,299,16660,15531
44336,+,156+121=,277,45+166=,211,16367,11483
44337,+,156+122=,278,94+85=,179,16949,11128
44338,+,156+123=,279,128+202=,330,17267,10568
44339,+,156+124=,280,289+115=,404,11209,7507
44340,+,156+125=,281,72+86=,158,15282,11286
44341,+,156+126=,282,234+176=,410,16544,14487
44342,+,156+127=,283,265+56=,321,16085,14423
44343,+,156+128=,284,187+78=,265,17058,14374
44344,+,156+129=,285,81+286=,367,15935,18775
44345,+,156+130=,286,232+26=,258,17361,15966
44346,+,156+131=,287,241+14=,255,17897,3192
44347,+,156+132=,288,166+252=,418,15287,19770
44348,+,156+133=,289,118+178=,296,17212,17408
44349,+,156+134=,290,9+100=,109,13754,7743
44350,+,156+135=,291,118+88=,206,17335,11056
44351,+,156+136=,292,180+23=,203,16443,9639
44352,+,156+137=,293,253+114=,367,17313,18775
44353,+,156+138=,294,104+181=,285,17168,15935
44354,+,156+139=,295,45+247=,292,16780,16443
44355,+,156+140=,296,37+292=,329,17408,18196
44356,+,156+141=,297,237+294=,531,18163,20823
44357,+,156+142=,298,72+197=,269,17690,16955
44358,+,156+143=,299,249+24=,273,15531,15451
44359,+,156+144=,300,172+104=,276,3101,16660
44360,+,156+145=,301,264+171=,435,12405,19305
44361,+,156+146=,302,59+189=,248,13121,14185
44362,+,156+147=,303,88+246=,334,13236,17153
44363,+,156+148=,304,154+4=,158,12166,11286
44364,+,156+149=,305,154+172=,326,13364,17470
44365,+,156+150=,306,214+254=,468,12879,20304
44366,+,156+151=,307,93+144=,237,14777,14590
44367,+,156+152=,308,62+258=,320,14498,9588
44368,+,156+153=,309,211+101=,312,15500,13384
44369,+,156+154=,310,3+171=,174,12226,11771
44370,+,156+155=,311,236+284=,520,15134,15830
44371,+,156+156=,312,46+243=,289,13384,17212
44372,+,156+157=,313,273+76=,349,15231,18634
44373,+,156+158=,314,192+154=,346,16104,18061
44374,+,156+159=,315,178+67=,245,15189,13078
44375,+,156+160=,316,82+218=,300,15340,3101
44376,+,156+161=,317,59+232=,291,16718,17335
44377,+,156+162=,318,293+270=,563,17592,21789
44378,+,156+163=,319,287+219=,506,16874,19673
44379,+,156+164=,320,190+160=,350,9588,8652
44380,+,156+165=,321,144+60=,204,14423,7854
44381,+,156+166=,322,72+269=,341,15805,16546
44382,+,156+167=,323,134+146=,280,15726,11209
44383,+,156+168=,324,261+251=,512,16723,8358
44384,+,156+169=,325,17+14=,31,15257,2148
44385,+,156+170=,326,105+6=,111,17470,5037
44386,+,156+171=,327,219+92=,311,13817,15134
44387,+,156+172=,328,237+54=,291,16884,17335
44388,+,156+173=,329,191+20=,211,18196,11483
44389,+,156+174=,330,119+108=,227,10568,14206
44390,+,156+175=,331,108+272=,380,16707,13897
44391,+,156+176=,332,90+188=,278,17079,16949
44392,+,156+177=,333,29+220=,249,8765,14735
44393,+,156+178=,334,217+143=,360,17153,6843
44394,+,156+179=,335,74+24=,98,16596,3264
44395,+,156+180=,336,186+245=,431,17014,19852
44396,+,156+181=,337,256+19=,275,17609,14417
44397,+,156+182=,338,135+44=,179,18633,11128
44398,+,156+183=,339,198+37=,235,17887,12422
44399,+,156+184=,340,151+83=,234,13679,11727
44400,+,156+185=,341,69+99=,168,16546,8953
44401,+,156+186=,342,230+134=,364,17590,15951
44402,+,156+187=,343,269+76=,345,16522,12901
44403,+,156+188=,344,193+220=,413,17451,19288
44404,+,156+189=,345,119+186=,305,12901,13364
44405,+,156+190=,346,275+70=,345,18061,12901
44406,+,156+191=,347,235+179=,414,17678,17448
44407,+,156+192=,348,145+29=,174,19746,11771
44408,+,156+193=,349,48+16=,64,18634,1227
44409,+,156+194=,350,73+297=,370,8652,14648
44410,+,156+195=,351,188+258=,446,18113,20385
44411,+,156+196=,352,121+186=,307,16482,14777
44412,+,156+197=,353,215+266=,481,17228,21235
44413,+,156+198=,354,53+106=,159,18384,11068
44414,+,156+199=,355,268+84=,352,17306,16482
