clean,corrupted,correct_idx
The study lasted from the year 1341 to the year 13,The study lasted from the year 1301 to the year 13,41
The construction lasted from the year 1507 to the year 15,The construction lasted from the year 1501 to the year 15,7
The fall lasted from the year 1396 to the year 13,The fall lasted from the year 1301 to the year 13,96
The campaign lasted from the year 1183 to the year 11,The campaign lasted from the year 1101 to the year 11,83
The campaign lasted from the year 1461 to the year 14,The campaign lasted from the year 1401 to the year 14,61
The existence lasted from the year 1310 to the year 13,The existence lasted from the year 1301 to the year 13,10
The work lasted from the year 1349 to the year 13,The work lasted from the year 1301 to the year 13,49
The increase lasted from the year 1107 to the year 11,The increase lasted from the year 1101 to the year 11,7
The attack lasted from the year 1553 to the year 15,The attack lasted from the year 1501 to the year 15,53
The contact lasted from the year 1709 to the year 17,The contact lasted from the year 1701 to the year 17,9
The shift lasted from the year 1687 to the year 16,The shift lasted from the year 1601 to the year 16,87
The tests lasted from the year 1774 to the year 17,The tests lasted from the year 1701 to the year 17,74
The relationship lasted from the year 1104 to the year 11,The relationship lasted from the year 1101 to the year 11,4
The progress lasted from the year 1182 to the year 11,The progress lasted from the year 1101 to the year 11,82
The growth lasted from the year 1127 to the year 11,The growth lasted from the year 1101 to the year 11,27
The evaluation lasted from the year 1177 to the year 11,The evaluation lasted from the year 1101 to the year 11,77
The work lasted from the year 1649 to the year 16,The work lasted from the year 1601 to the year 16,49
The contract lasted from the year 1788 to the year 17,The contract lasted from the year 1701 to the year 17,88
The increase lasted from the year 1795 to the year 17,The increase lasted from the year 1701 to the year 17,95
The order lasted from the year 1163 to the year 11,The order lasted from the year 1101 to the year 11,63
The testing lasted from the year 1429 to the year 14,The testing lasted from the year 1401 to the year 14,29
The outcome lasted from the year 1579 to the year 15,The outcome lasted from the year 1501 to the year 15,79
The contract lasted from the year 1766 to the year 17,The contract lasted from the year 1701 to the year 17,66
The operation lasted from the year 1551 to the year 15,The operation lasted from the year 1501 to the year 15,51
The rule lasted from the year 1124 to the year 11,The rule lasted from the year 1101 to the year 11,24
The outcome lasted from the year 1472 to the year 14,The outcome lasted from the year 1401 to the year 14,72
The shift lasted from the year 1232 to the year 12,The shift lasted from the year 1201 to the year 12,32
The plan lasted from the year 1381 to the year 13,The plan lasted from the year 1301 to the year 13,81
The work lasted from the year 1595 to the year 15,The work lasted from the year 1501 to the year 15,95
The practice lasted from the year 1727 to the year 17,The practice lasted from the year 1701 to the year 17,27
The rule lasted from the year 1606 to the year 16,The rule lasted from the year 1601 to the year 16,6
The coma lasted from the year 1671 to the year 16,The coma lasted from the year 1601 to the year 16,71
The increase lasted from the year 1412 to the year 14,The increase lasted from the year 1401 to the year 14,12
The trip lasted from the year 1788 to the year 17,The trip lasted from the year 1701 to the year 17,88
The relationship lasted from the year 1378 to the year 13,The relationship lasted from the year 1301 to the year 13,78
The process lasted from the year 1704 to the year 17,The process lasted from the year 1701 to the year 17,4
The existence lasted from the year 1429 to the year 14,The existence lasted from the year 1401 to the year 14,29
The employment lasted from the year 1282 to the year 12,The employment lasted from the year 1201 to the year 12,82
The study lasted from the year 1158 to the year 11,The study lasted from the year 1101 to the year 11,58
The test lasted from the year 1267 to the year 12,The test lasted from the year 1201 to the year 12,67
The quest lasted from the year 1776 to the year 17,The quest lasted from the year 1701 to the year 17,76
The order lasted from the year 1759 to the year 17,The order lasted from the year 1701 to the year 17,59
The challenge lasted from the year 1304 to the year 13,The challenge lasted from the year 1301 to the year 13,4
The trip lasted from the year 1239 to the year 12,The trip lasted from the year 1201 to the year 12,39
The quest lasted from the year 1282 to the year 12,The quest lasted from the year 1201 to the year 12,82
The contract lasted from the year 1502 to the year 15,The contract lasted from the year 1501 to the year 15,2
The order lasted from the year 1710 to the year 17,The order lasted from the year 1701 to the year 17,10
The challenge lasted from the year 1649 to the year 16,The challenge lasted from the year 1601 to the year 16,49
The project lasted from the year 1790 to the year 17,The project lasted from the year 1701 to the year 17,90
The order lasted from the year 1625 to the year 16,The order lasted from the year 1601 to the year 16,25
The order lasted from the year 1124 to the year 11,The order lasted from the year 1101 to the year 11,24
The competition lasted from the year 1163 to the year 11,The competition lasted from the year 1101 to the year 11,63
The quest lasted from the year 1375 to the year 13,The quest lasted from the year 1301 to the year 13,75
The tour lasted from the year 1477 to the year 14,The tour lasted from the year 1401 to the year 14,77
The evaluation lasted from the year 1651 to the year 16,The evaluation lasted from the year 1601 to the year 16,51
The assessment lasted from the year 1578 to the year 15,The assessment lasted from the year 1501 to the year 15,78
The program lasted from the year 1669 to the year 16,The program lasted from the year 1601 to the year 16,69
The tour lasted from the year 1316 to the year 13,The tour lasted from the year 1301 to the year 13,16
The shift lasted from the year 1431 to the year 14,The shift lasted from the year 1401 to the year 14,31
The deal lasted from the year 1255 to the year 12,The deal lasted from the year 1201 to the year 12,55
The tests lasted from the year 1556 to the year 15,The tests lasted from the year 1501 to the year 15,56
The assessment lasted from the year 1715 to the year 17,The assessment lasted from the year 1701 to the year 17,15
The attack lasted from the year 1221 to the year 12,The attack lasted from the year 1201 to the year 12,21
The outcome lasted from the year 1189 to the year 11,The outcome lasted from the year 1101 to the year 11,89
The challenge lasted from the year 1369 to the year 13,The challenge lasted from the year 1301 to the year 13,69
The relationship lasted from the year 1489 to the year 14,The relationship lasted from the year 1401 to the year 14,89
