clean,corrupted,correct_idx,incorrect_idx,nonce_singular,nonce_plural,label
"First, there was one sloor. Now there are two sl","First, there were two sloors. Now there is one sl",37371,1887,sloor,sloors,0
"First, there were two sloors. Now there is one sl","First, there was one sloor. Now there are two sl",1887,37371,sloor,sloors,1
"First, there was one hode. Now there are two h","First, there were two hodes. Now there is one h",3180,853,hode,hodes,0
"First, there were two hodes. Now there is one h","First, there was one hode. Now there are two h",853,3180,hode,hodes,1
"First, there was one plun. Now there are two pl","First, there were two pluns. Now there is one pl",4539,328,plun,pluns,0
"First, there were two pluns. Now there is one pl","First, there was one plun. Now there are two pl",328,4539,plun,pluns,1
"First, there was one cumy. Now there are two cum","First, there were two cumies. Now there is one cum",447,90,cumy,cumies,0
"First, there were two cumies. Now there is one cum","First, there was one cumy. Now there are two cum",90,447,cumy,cumies,1
"First, there was one paft. Now there are two pa","First, there were two pafts. Now there is one pa",34010,649,paft,pafts,0
"First, there were two pafts. Now there is one pa","First, there was one paft. Now there are two pa",649,34010,paft,pafts,1
"First, there was one tapy. Now there are two tap","First, there were two tapies. Now there is one tap",447,90,tapy,tapies,0
"First, there were two tapies. Now there is one tap","First, there was one tapy. Now there are two tap",90,447,tapy,tapies,1
"First, there was one ramution. Now there are two ram","First, there were two ramutions. Now there is one ram",3360,890,ramution,ramutions,0
"First, there were two ramutions. Now there is one ram","First, there was one ramution. Now there are two ram",890,3360,ramution,ramutions,1
"First, there was one decand. Now there are two dec","First, there were two decands. Now there is one dec",2287,395,decand,decands,0
"First, there were two decands. Now there is one dec","First, there was one decand. Now there are two dec",395,2287,decand,decands,1
"First, there was one coandly. Now there are two coand","First, there were two coandlies. Now there is one coand",23677,314,coandly,coandlies,0
"First, there were two coandlies. Now there is one coand","First, there was one coandly. Now there are two coand",314,23677,coandly,coandlies,1
"First, there was one coangly. Now there are two coang","First, there were two coanglies. Now there is one coang",23677,314,coangly,coanglies,0
"First, there were two coanglies. Now there is one coang","First, there was one coangly. Now there are two coang",314,23677,coangly,coanglies,1
"First, there was one plart. Now there are two pl","First, there were two plarts. Now there is one pl",12863,435,plart,plarts,0
"First, there were two plarts. Now there is one pl","First, there was one plart. Now there are two pl",435,12863,plart,plarts,1
"First, there was one dituctar. Now there are two dituct","First, there were two dituctars. Now there is one dituct",1032,274,dituctar,dituctars,0
"First, there were two dituctars. Now there is one dituct","First, there was one dituctar. Now there are two dituct",274,1032,dituctar,dituctars,1
"First, there was one intunfly. Now there are two intun","First, there were two intunflies. Now there is one intun",31652,16247,intunfly,intunflies,0
"First, there were two intunflies. Now there is one intun","First, there was one intunfly. Now there are two intun",16247,31652,intunfly,intunflies,1
"First, there was one prolixtion. Now there are two prolixt","First, there were two prolixtions. Now there is one prolixt",621,279,prolixtion,prolixtions,0
"First, there were two prolixtions. Now there is one prolixt","First, there was one prolixtion. Now there are two prolixt",279,621,prolixtion,prolixtions,1
"First, there was one feek. Now there are two fe","First, there were two feeks. Now there is one fe",3194,1441,feek,feeks,0
"First, there were two feeks. Now there is one fe","First, there was one feek. Now there are two fe",1441,3194,feek,feeks,1
"First, there was one cowper. Now there are two cow","First, there were two cowpers. Now there is one cow",5726,468,cowper,cowpers,0
"First, there were two cowpers. Now there is one cow","First, there was one cowper. Now there are two cow",468,5726,cowper,cowpers,1
"First, there was one whode. Now there are two wh","First, there were two whodes. Now there is one wh",3180,853,whode,whodes,0
"First, there were two whodes. Now there is one wh","First, there was one whode. Now there are two wh",853,3180,whode,whodes,1
"First, there was one chingman. Now there are two ching","First, there were two chingmen. Now there is one ching",3767,1342,chingman,chingmen,0
"First, there were two chingmen. Now there is one ching","First, there was one chingman. Now there are two ching",1342,3767,chingman,chingmen,1
"First, there was one bunemut. Now there are two bunem","First, there were two bunemuts. Now there is one bunem",14298,307,bunemut,bunemuts,0
"First, there were two bunemuts. Now there is one bunem","First, there was one bunemut. Now there are two bunem",307,14298,bunemut,bunemuts,1
"First, there was one folidip. Now there are two folid","First, there were two folidips. Now there is one folid",2824,532,folidip,folidips,0
"First, there were two folidips. Now there is one folid","First, there was one folidip. Now there are two folid",532,2824,folidip,folidips,1
"First, there was one suthty. Now there are two sutht","First, there were two suthties. Now there is one sutht",447,90,suthty,suthties,0
"First, there were two suthties. Now there is one sutht","First, there was one suthty. Now there are two sutht",90,447,suthty,suthties,1
"First, there was one coamle. Now there are two coam","First, there were two coamles. Now there is one coam",868,282,coamle,coamles,0
"First, there were two coamles. Now there is one coam","First, there was one coamle. Now there are two coam",282,868,coamle,coamles,1
"First, there was one pretercy. Now there are two preter","First, there were two pretercies. Now there is one preter",11818,951,pretercy,pretercies,0
"First, there were two pretercies. Now there is one preter","First, there was one pretercy. Now there are two preter",951,11818,pretercy,pretercies,1
"First, there was one dran. Now there are two dr","First, there were two drans. Now there is one dr",507,266,dran,drans,0
"First, there were two drans. Now there is one dr","First, there was one dran. Now there are two dr",266,507,dran,drans,1
"First, there was one wrant. Now there are two wr","First, there were two wrants. Now there is one wr",1103,386,wrant,wrants,0
"First, there were two wrants. Now there is one wr","First, there was one wrant. Now there are two wr",386,1103,wrant,wrants,1
"First, there was one esstassion. Now there are two esstass","First, there were two esstassions. Now there is one esstass",621,279,esstassion,esstassions,0
"First, there were two esstassions. Now there is one esstass","First, there was one esstassion. Now there are two esstass",279,621,esstassion,esstassions,1
"First, there was one condlil. Now there are two condl","First, there were two condlils. Now there is one condl",3683,300,condlil,condlils,0
"First, there were two condlils. Now there is one condl","First, there was one condlil. Now there are two condl",300,3683,condlil,condlils,1
