clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 scientists and policemen are two types of,scientists,policemen,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]", mosquitoes and butterflies are two types of,mosquitoes,butterflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 scientists and athletes are two types of,scientists,athletes,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]", flies and beetles are two types of,flies,beetles,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 scientists and bankers are two types of,scientists,bankers,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]", salmon and bass are two types of,salmon,bass,fish,"['fish', 'fishes']","[5916, 49765]"
 scientists and businessmen are two types of,scientists,businessmen,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]", mothers and daughters are two types of,mothers,daughters,relative,"['relatives', 'family']","[12772, 1641]"
 scientists and businesswomen are two types of,scientists,businesswomen,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]", guitars and oboes are two types of,guitars,oboes,instrument,"['musical', 'instruments']","[10530, 12834]"
 scientists and carpenters are two types of,scientists,carpenters,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]", ducks and vultures are two types of,ducks,vultures,bird,"['birds', 'bird']","[10087, 6512]"
 scientists and janitors are two types of,scientists,janitors,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]", chickens and cardinals are two types of,chickens,cardinals,bird,"['birds', 'bird']","[10087, 6512]"
 scientists and physical therapists are two types of,scientists,physical therapists,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]", cousins and nephews are two types of,cousins,nephews,relative,"['relatives', 'family']","[12772, 1641]"
 scientists and police officers are two types of,scientists,police officers,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]", palms and oaks are two types of,palms,oaks,tree,['trees'],[7150]
 football and basketball are two types of,football,basketball,sport,['sports'],[5701], drums and keyboards are two types of,drums,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]"
 football and soccer are two types of,football,soccer,sport,['sports'],[5701], shoes and pumps are two types of,shoes,pumps,footwear,['footwear'],[43463]
 football and baseball are two types of,football,baseball,sport,['sports'],[5701], apartments and trailers are two types of,apartments,trailers,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 football and tennis are two types of,football,tennis,sport,['sports'],[5701], desks and lamps are two types of,desks,lamps,furniture,['furniture'],[13091]
 football and hockey are two types of,football,hockey,sport,['sports'],[5701], mayors and governors are two types of,mayors,governors,politician,"['elected', 'politicians']","[7018, 7602]"
 football and swimming are two types of,football,swimming,sport,['sports'],[5701], pumps and sneakers are two types of,pumps,sneakers,footwear,['footwear'],[43463]
 football and golf are two types of,football,golf,sport,['sports'],[5701], jazz and alternative are two types of,jazz,alternative,music,['music'],[2647]
 football and volleyball are two types of,football,volleyball,sport,['sports'],[5701], strawberries and bananas are two types of,strawberries,bananas,fruit,"['fruits', 'fruit']","[15921, 8234]"
 football and lacrosse are two types of,football,lacrosse,sport,['sports'],[5701], governors and congresswomen are two types of,governors,congresswomen,politician,"['elected', 'politicians']","[7018, 7602]"
 football and track are two types of,football,track,sport,['sports'],[5701], oranges and strawberries are two types of,oranges,strawberries,fruit,"['fruits', 'fruit']","[15921, 8234]"
 football and rugby are two types of,football,rugby,sport,['sports'],[5701], grandparents and brethren are two types of,grandparents,brethren,relative,"['relatives', 'family']","[12772, 1641]"
 football and softball are two types of,football,softball,sport,['sports'],[5701], peas and green beans are two types of,peas,green beans,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 football and field hockey are two types of,football,field hockey,sport,['sports'],[5701], rulers and pliers are two types of,rulers,pliers,tool,['tools'],[4899]
 football and skiing are two types of,football,skiing,sport,['sports'],[5701], belts and shorts are two types of,belts,shorts,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 football and cheerleading are two types of,football,cheerleading,sport,['sports'],[5701], battery and drug smuggling are two types of,battery,drug smuggling,crime,"['crimes', 'crime']","[6741, 4065]"
 football and running are two types of,football,running,sport,['sports'],[5701], mothers and grandparents are two types of,mothers,grandparents,relative,"['relatives', 'family']","[12772, 1641]"
 football and gymnastics are two types of,football,gymnastics,sport,['sports'],[5701], grapes and melons are two types of,grapes,melons,fruit,"['fruits', 'fruit']","[15921, 8234]"
 football and polo are two types of,football,polo,sport,['sports'],[5701], shoes and cleats are two types of,shoes,cleats,footwear,['footwear'],[43463]
 football and racquetball are two types of,football,racquetball,sport,['sports'],[5701], apples and apricots are two types of,apples,apricots,fruit,"['fruits', 'fruit']","[15921, 8234]"
 football and wrestling are two types of,football,wrestling,sport,['sports'],[5701], cooks and psychologists are two types of,cooks,psychologists,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
 football and bowling are two types of,football,bowling,sport,['sports'],[5701], ducks and chickens are two types of,ducks,chickens,bird,"['birds', 'bird']","[10087, 6512]"
 football and cross country are two types of,football,cross country,sport,['sports'],[5701], diamonds and gemstones are two types of,diamonds,gemstones,gem,"['gem', 'gems']","[16840, 23685]"
 football and badminton are two types of,football,badminton,sport,['sports'],[5701], trailers and igloos are two types of,trailers,igloos,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 football and cricket are two types of,football,cricket,sport,['sports'],[5701], centimeters and inches are two types of,centimeters,inches,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 football and water polo are two types of,football,water polo,sport,['sports'],[5701], officers and admirals are two types of,officers,admirals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 basketball and football are two types of,basketball,football,sport,['sports'],[5701], minutes and months are two types of,minutes,months,time,"['time', 'units']","[640, 4991]"
 basketball and soccer are two types of,basketball,soccer,sport,['sports'],[5701], corn and tomatoes are two types of,corn,tomatoes,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 basketball and baseball are two types of,basketball,baseball,sport,['sports'],[5701], trout and carp are two types of,trout,carp,fish,"['fish', 'fishes']","[5916, 49765]"
 basketball and tennis are two types of,basketball,tennis,sport,['sports'],[5701], clubs and bombs are two types of,clubs,bombs,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 basketball and hockey are two types of,basketball,hockey,sport,['sports'],[5701], keyboards and drums are two types of,keyboards,drums,instrument,"['musical', 'instruments']","[10530, 12834]"
 basketball and swimming are two types of,basketball,swimming,sport,['sports'],[5701], drought and floods are two types of,drought,floods,weather,"['weather', 'natural']","[6193, 3288]"
 basketball and golf are two types of,basketball,golf,sport,['sports'],[5701], mothers and brethren are two types of,mothers,brethren,relative,"['relatives', 'family']","[12772, 1641]"
 basketball and volleyball are two types of,basketball,volleyball,sport,['sports'],[5701], America and Ireland are two types of,America,Ireland,country,"['countries', 'country']","[2678, 1499]"
 basketball and lacrosse are two types of,basketball,lacrosse,sport,['sports'],[5701], fathers and grandfathers are two types of,fathers,grandfathers,relative,"['relatives', 'family']","[12772, 1641]"
 basketball and track are two types of,basketball,track,sport,['sports'],[5701], grapes and strawberries are two types of,grapes,strawberries,fruit,"['fruits', 'fruit']","[15921, 8234]"
 basketball and rugby are two types of,basketball,rugby,sport,['sports'],[5701], earthquakes and rain are two types of,earthquakes,rain,weather,"['weather', 'natural']","[6193, 3288]"
 basketball and softball are two types of,basketball,softball,sport,['sports'],[5701], mayors and treasurers are two types of,mayors,treasurers,politician,"['elected', 'politicians']","[7018, 7602]"
 basketball and field hockey are two types of,basketball,field hockey,sport,['sports'],[5701], pumps and clogs are two types of,pumps,clogs,footwear,['footwear'],[43463]
 basketball and skiing are two types of,basketball,skiing,sport,['sports'],[5701], sons and brethren are two types of,sons,brethren,relative,"['relatives', 'family']","[12772, 1641]"
 basketball and cheerleading are two types of,basketball,cheerleading,sport,['sports'],[5701], cents and pesoes are two types of,cents,pesoes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 basketball and running are two types of,basketball,running,sport,['sports'],[5701], pumps and boots are two types of,pumps,boots,footwear,['footwear'],[43463]
 basketball and gymnastics are two types of,basketball,gymnastics,sport,['sports'],[5701], presidents and congressmen are two types of,presidents,congressmen,politician,"['elected', 'politicians']","[7018, 7602]"
 basketball and polo are two types of,basketball,polo,sport,['sports'],[5701], bass and guppy are two types of,bass,guppy,fish,"['fish', 'fishes']","[5916, 49765]"
 basketball and racquetball are two types of,basketball,racquetball,sport,['sports'],[5701], vandalism and grand theft auto are two types of,vandalism,grand theft auto,crime,"['crimes', 'crime']","[6741, 4065]"
 basketball and wrestling are two types of,basketball,wrestling,sport,['sports'],[5701], senators and governors are two types of,senators,governors,politician,"['elected', 'politicians']","[7018, 7602]"
 basketball and bowling are two types of,basketball,bowling,sport,['sports'],[5701], butterflies and ants are two types of,butterflies,ants,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
