clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 celloes and drums are two types of,celloes,drums,instrument,"['musical', 'instruments']","[10530, 12834]", corporals and officers are two types of,corporals,officers,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 celloes and guitars are two types of,celloes,guitars,instrument,"['musical', 'instruments']","[10530, 12834]", heavy metal and jazz are two types of,heavy metal,jazz,music,['music'],[2647]
 celloes and flutes are two types of,celloes,flutes,instrument,"['musical', 'instruments']","[10530, 12834]", nanometers and feets are two types of,nanometers,feets,distance,"['units', 'measurement', 'measurements', 'distance', 'distances']","[4991, 15558, 13871, 5253, 18868]"
 celloes and pianoes are two types of,celloes,pianoes,instrument,"['musical', 'instruments']","[10530, 12834]", dimes and half dollars are two types of,dimes,half dollars,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 celloes and trumpets are two types of,celloes,trumpets,instrument,"['musical', 'instruments']","[10530, 12834]", mansions and tepees are two types of,mansions,tepees,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 celloes and clarinets are two types of,celloes,clarinets,instrument,"['musical', 'instruments']","[10530, 12834]", firs and birches are two types of,firs,birches,tree,['trees'],[7150]
 celloes and saxophones are two types of,celloes,saxophones,instrument,"['musical', 'instruments']","[10530, 12834]", blueberries and kiwis are two types of,blueberries,kiwis,fruit,"['fruits', 'fruit']","[15921, 8234]"
 celloes and violins are two types of,celloes,violins,instrument,"['musical', 'instruments']","[10530, 12834]", squirrels and mooses are two types of,squirrels,mooses,animal,['animals'],[4695]
 celloes and trombones are two types of,celloes,trombones,instrument,"['musical', 'instruments']","[10530, 12834]", doves and ostriches are two types of,doves,ostriches,bird,"['birds', 'bird']","[10087, 6512]"
 celloes and tubas are two types of,celloes,tubas,instrument,"['musical', 'instruments']","[10530, 12834]", firs and maples are two types of,firs,maples,tree,['trees'],[7150]
 celloes and bass guitars are two types of,celloes,bass guitars,instrument,"['musical', 'instruments']","[10530, 12834]", shacks and cabins are two types of,shacks,cabins,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 celloes and oboes are two types of,celloes,oboes,instrument,"['musical', 'instruments']","[10530, 12834]", cadets and corporals are two types of,cadets,corporals,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 celloes and basses are two types of,celloes,basses,instrument,"['musical', 'instruments']","[10530, 12834]", heavy metal and bluegrass are two types of,heavy metal,bluegrass,music,['music'],[2647]
 celloes and violas are two types of,celloes,violas,instrument,"['musical', 'instruments']","[10530, 12834]", grandmothers and grandfathers are two types of,grandmothers,grandfathers,relative,"['relatives', 'family']","[12772, 1641]"
 celloes and harps are two types of,celloes,harps,instrument,"['musical', 'instruments']","[10530, 12834]", nephews and aunts are two types of,nephews,aunts,relative,"['relatives', 'family']","[12772, 1641]"
 celloes and horns are two types of,celloes,horns,instrument,"['musical', 'instruments']","[10530, 12834]", fleas and mosquitoes are two types of,fleas,mosquitoes,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 celloes and keyboards are two types of,celloes,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]", stools and chairs are two types of,stools,chairs,furniture,['furniture'],[13091]
 celloes and french horns are two types of,celloes,french horns,instrument,"['musical', 'instruments']","[10530, 12834]", francs and dimes are two types of,francs,dimes,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 celloes and piccoloes are two types of,celloes,piccoloes,instrument,"['musical', 'instruments']","[10530, 12834]", pesoes and liras are two types of,pesoes,liras,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 celloes and banjoes are two types of,celloes,banjoes,instrument,"['musical', 'instruments']","[10530, 12834]", drug smuggling and larceny are two types of,drug smuggling,larceny,crime,"['crimes', 'crime']","[6741, 4065]"
 celloes and harmonicas are two types of,celloes,harmonicas,instrument,"['musical', 'instruments']","[10530, 12834]", radishes and cauliflower are two types of,radishes,cauliflower,vegetable,"['vegetables', 'vegetable']","[13701, 20236]"
 celloes and cymbals are two types of,celloes,cymbals,instrument,"['musical', 'instruments']","[10530, 12834]", catfish and halibut are two types of,catfish,halibut,fish,"['fish', 'fishes']","[5916, 49765]"
 celloes and organs are two types of,celloes,organs,instrument,"['musical', 'instruments']","[10530, 12834]", recliners and chairs are two types of,recliners,chairs,furniture,['furniture'],[13091]
 celloes and tambourines are two types of,celloes,tambourines,instrument,"['musical', 'instruments']","[10530, 12834]", gemstones and turquoises are two types of,gemstones,turquoises,gem,"['gem', 'gems']","[16840, 23685]"
 oboes and drums are two types of,oboes,drums,instrument,"['musical', 'instruments']","[10530, 12834]", lemons and apples are two types of,lemons,apples,fruit,"['fruits', 'fruit']","[15921, 8234]"
 oboes and guitars are two types of,oboes,guitars,instrument,"['musical', 'instruments']","[10530, 12834]", futons and beds are two types of,futons,beds,furniture,['furniture'],[13091]
 oboes and flutes are two types of,oboes,flutes,instrument,"['musical', 'instruments']","[10530, 12834]", carnations and lilacs are two types of,carnations,lilacs,flower,"['flowers', 'flowering']","[12734, 48573]"
 oboes and pianoes are two types of,oboes,pianoes,instrument,"['musical', 'instruments']","[10530, 12834]", pansies and suns are two types of,pansies,suns,flower,"['flowers', 'flowering']","[12734, 48573]"
 oboes and trumpets are two types of,oboes,trumpets,instrument,"['musical', 'instruments']","[10530, 12834]", lilies and carnations are two types of,lilies,carnations,flower,"['flowers', 'flowering']","[12734, 48573]"
 oboes and clarinets are two types of,oboes,clarinets,instrument,"['musical', 'instruments']","[10530, 12834]", dimes and nickels are two types of,dimes,nickels,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 oboes and saxophones are two types of,oboes,saxophones,instrument,"['musical', 'instruments']","[10530, 12834]", mansions and igloos are two types of,mansions,igloos,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 oboes and violins are two types of,oboes,violins,instrument,"['musical', 'instruments']","[10530, 12834]", mooses and foxes are two types of,mooses,foxes,animal,['animals'],[4695]
 oboes and trombones are two types of,oboes,trombones,instrument,"['musical', 'instruments']","[10530, 12834]", mooses and giraffes are two types of,mooses,giraffes,animal,['animals'],[4695]
 oboes and tubas are two types of,oboes,tubas,instrument,"['musical', 'instruments']","[10530, 12834]", tulips and pansies are two types of,tulips,pansies,flower,"['flowers', 'flowering']","[12734, 48573]"
 oboes and bass guitars are two types of,oboes,bass guitars,instrument,"['musical', 'instruments']","[10530, 12834]", pliers and sandpapers are two types of,pliers,sandpapers,tool,['tools'],[4899]
 oboes and celloes are two types of,oboes,celloes,instrument,"['musical', 'instruments']","[10530, 12834]", ladybugs and gnats are two types of,ladybugs,gnats,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 oboes and basses are two types of,oboes,basses,instrument,"['musical', 'instruments']","[10530, 12834]", hiking shoes and slippers are two types of,hiking shoes,slippers,footwear,['footwear'],[43463]
 oboes and violas are two types of,oboes,violas,instrument,"['musical', 'instruments']","[10530, 12834]", melons and peaches are two types of,melons,peaches,fruit,"['fruits', 'fruit']","[15921, 8234]"
 oboes and harps are two types of,oboes,harps,instrument,"['musical', 'instruments']","[10530, 12834]", colonels and privates are two types of,colonels,privates,soldier,"['officers', 'soldiers', 'military']","[3790, 5795, 2422]"
 oboes and horns are two types of,oboes,horns,instrument,"['musical', 'instruments']","[10530, 12834]", maces and spears are two types of,maces,spears,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 oboes and keyboards are two types of,oboes,keyboards,instrument,"['musical', 'instruments']","[10530, 12834]", scarves and ties are two types of,scarves,ties,clothing,"['clothing', 'clothes', 'garments']","[9528, 8242, 36097]"
 oboes and french horns are two types of,oboes,french horns,instrument,"['musical', 'instruments']","[10530, 12834]", hornets and dragonflies are two types of,hornets,dragonflies,bug,"['insects', 'insect', 'bugs']","[19435, 12833, 11316]"
 oboes and piccoloes are two types of,oboes,piccoloes,instrument,"['musical', 'instruments']","[10530, 12834]", catfish and flounder are two types of,catfish,flounder,fish,"['fish', 'fishes']","[5916, 49765]"
 oboes and banjoes are two types of,oboes,banjoes,instrument,"['musical', 'instruments']","[10530, 12834]", congresswomen and secretaries of state are two types of,congresswomen,secretaries of state,politician,"['elected', 'politicians']","[7018, 7602]"
 oboes and harmonicas are two types of,oboes,harmonicas,instrument,"['musical', 'instruments']","[10530, 12834]", ferries and rafts are two types of,ferries,rafts,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 oboes and cymbals are two types of,oboes,cymbals,instrument,"['musical', 'instruments']","[10530, 12834]", pearls and topazs are two types of,pearls,topazs,gem,"['gem', 'gems']","[16840, 23685]"
 oboes and organs are two types of,oboes,organs,instrument,"['musical', 'instruments']","[10530, 12834]", squirrels and turtles are two types of,squirrels,turtles,animal,['animals'],[4695]
 oboes and tambourines are two types of,oboes,tambourines,instrument,"['musical', 'instruments']","[10530, 12834]", maces and nunchuckss are two types of,maces,nunchuckss,weapon,"['weapons', 'weapon', 'weaponry']","[3777, 4282, 28479]"
 basses and drums are two types of,basses,drums,instrument,"['musical', 'instruments']","[10530, 12834]", euroes and quarters are two types of,euroes,quarters,money,"['currency', 'money', 'currencies']","[7395, 1637, 19247]"
 basses and guitars are two types of,basses,guitars,instrument,"['musical', 'instruments']","[10530, 12834]", pike and cod are two types of,pike,cod,fish,"['fish', 'fishes']","[5916, 49765]"
 basses and flutes are two types of,basses,flutes,instrument,"['musical', 'instruments']","[10530, 12834]", millenniums and eons are two types of,millenniums,eons,time,"['time', 'units']","[640, 4991]"
 basses and pianoes are two types of,basses,pianoes,instrument,"['musical', 'instruments']","[10530, 12834]", quartzs and jades are two types of,quartzs,jades,gem,"['gem', 'gems']","[16840, 23685]"
 basses and trumpets are two types of,basses,trumpets,instrument,"['musical', 'instruments']","[10530, 12834]", elk and lizards are two types of,elk,lizards,animal,['animals'],[4695]
 basses and clarinets are two types of,basses,clarinets,instrument,"['musical', 'instruments']","[10530, 12834]", carnations and sunflowers are two types of,carnations,sunflowers,flower,"['flowers', 'flowering']","[12734, 48573]"
 basses and saxophones are two types of,basses,saxophones,instrument,"['musical', 'instruments']","[10530, 12834]", kayaks and schooners are two types of,kayaks,schooners,boat,"['boats', 'vessels', 'ships', 'boat']","[16659, 14891, 7937, 8848]"
 basses and violins are two types of,basses,violins,instrument,"['musical', 'instruments']","[10530, 12834]", tepees and shacks are two types of,tepees,shacks,home,"['housing', 'residential', 'structures']","[5627, 12420, 8573]"
 basses and trombones are two types of,basses,trombones,instrument,"['musical', 'instruments']","[10530, 12834]", blowfish and halibut are two types of,blowfish,halibut,fish,"['fish', 'fishes']","[5916, 49765]"
 basses and tubas are two types of,basses,tubas,instrument,"['musical', 'instruments']","[10530, 12834]", police officers and businesswomen are two types of,police officers,businesswomen,profession,"['people', 'professionals', 'workers']","[661, 11153, 3259]"
