clean,h1,h2,hypernym,answers,answers_idx,corrupted,c1,c2,corrupted_hypernym,corrupted_answers,corrupted_answers_idx
 assault and rape are two types of,assault,rape,crime,"['crimes', 'crime']","[12137, 6617]", missiles and guns are two types of,missiles,guns,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 assault and burglary are two types of,assault,burglary,crime,"['crimes', 'crime']","[12137, 6617]", clouds and thunder are two types of,clouds,thunder,weather,"['weather', 'natural']","[8588, 3626]"
 assault and arson are two types of,assault,arson,crime,"['crimes', 'crime']","[12137, 6617]", beds and desks are two types of,beds,desks,furniture,['furniture'],[17076]
 assault and speeding are two types of,assault,speeding,crime,"['crimes', 'crime']","[12137, 6617]", boots and pumps are two types of,boots,pumps,footwear,['footwear'],[3174]
 assault and breaking and entering are two types of,assault,breaking and entering,crime,"['crimes', 'crime']","[12137, 6617]", trout and guppy are two types of,trout,guppy,fish,"['fish', 'fishes']","[6773, 49720]"
 assault and drug use are two types of,assault,drug use,crime,"['crimes', 'crime']","[12137, 6617]", guns and grenades are two types of,guns,grenades,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 assault and drunk driving are two types of,assault,drunk driving,crime,"['crimes', 'crime']","[12137, 6617]", spinach and broccoli are two types of,spinach,broccoli,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 assault and larceny are two types of,assault,larceny,crime,"['crimes', 'crime']","[12137, 6617]", commanders and admirals are two types of,commanders,admirals,soldier,"['officers', 'soldiers', 'military']","[6251, 9647, 4668]"
 assault and kidnapping are two types of,assault,kidnapping,crime,"['crimes', 'crime']","[12137, 6617]", trailers and apartments are two types of,trailers,apartments,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 assault and vandalism are two types of,assault,vandalism,crime,"['crimes', 'crime']","[12137, 6617]", caves and igloos are two types of,caves,igloos,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 assault and battery are two types of,assault,battery,crime,"['crimes', 'crime']","[12137, 6617]", missiles and bombs are two types of,missiles,bombs,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 assault and drug smuggling are two types of,assault,drug smuggling,crime,"['crimes', 'crime']","[12137, 6617]", cents and rupees are two types of,cents,rupees,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 assault and grand theft auto are two types of,assault,grand theft auto,crime,"['crimes', 'crime']","[12137, 6617]", sheep and raccoons are two types of,sheep,raccoons,animal,['animals'],[5074]
 burglary and robbery are two types of,burglary,robbery,crime,"['crimes', 'crime']","[12137, 6617]", onions and peppers are two types of,onions,peppers,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 burglary and homicide are two types of,burglary,homicide,crime,"['crimes', 'crime']","[12137, 6617]", shorts and shoes are two types of,shorts,shoes,clothing,"['clothing', 'clothes', 'garments']","[14234, 10015, 42179]"
 burglary and rape are two types of,burglary,rape,crime,"['crimes', 'crime']","[12137, 6617]", country and ska are two types of,country,ska,music,['music'],[3440]
 burglary and assault are two types of,burglary,assault,crime,"['crimes', 'crime']","[12137, 6617]", days and hours are two types of,days,hours,time,"['time', 'units']","[673, 5085]"
 burglary and arson are two types of,burglary,arson,crime,"['crimes', 'crime']","[12137, 6617]", carp and tuna are two types of,carp,tuna,fish,"['fish', 'fishes']","[6773, 49720]"
 burglary and speeding are two types of,burglary,speeding,crime,"['crimes', 'crime']","[12137, 6617]", alternative and punk are two types of,alternative,punk,music,['music'],[3440]
 burglary and breaking and entering are two types of,burglary,breaking and entering,crime,"['crimes', 'crime']","[12137, 6617]", trains and mopeds are two types of,trains,mopeds,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 burglary and drug use are two types of,burglary,drug use,crime,"['crimes', 'crime']","[12137, 6617]", knives and grenades are two types of,knives,grenades,weapon,"['weapons', 'weapon', 'weaponry']","[8914, 10485, 10485]"
 burglary and drunk driving are two types of,burglary,drunk driving,crime,"['crimes', 'crime']","[12137, 6617]", goats and mooses are two types of,goats,mooses,animal,['animals'],[5074]
 burglary and larceny are two types of,burglary,larceny,crime,"['crimes', 'crime']","[12137, 6617]", snow and tsunamis are two types of,snow,tsunamis,weather,"['weather', 'natural']","[8588, 3626]"
 burglary and kidnapping are two types of,burglary,kidnapping,crime,"['crimes', 'crime']","[12137, 6617]", lawyers and engineers are two types of,lawyers,engineers,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 burglary and vandalism are two types of,burglary,vandalism,crime,"['crimes', 'crime']","[12137, 6617]", ducks and hummingbirds are two types of,ducks,hummingbirds,bird,"['birds', 'bird']","[11260, 12621]"
 burglary and battery are two types of,burglary,battery,crime,"['crimes', 'crime']","[12137, 6617]", cents and dollars are two types of,cents,dollars,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 burglary and drug smuggling are two types of,burglary,drug smuggling,crime,"['crimes', 'crime']","[12137, 6617]", cricket and racquetball are two types of,cricket,racquetball,sport,['sports'],[9001]
 burglary and grand theft auto are two types of,burglary,grand theft auto,crime,"['crimes', 'crime']","[12137, 6617]", sons and great grandmothers are two types of,sons,great grandmothers,relative,"['relatives', 'family']","[17772, 2021]"
 arson and robbery are two types of,arson,robbery,crime,"['crimes', 'crime']","[12137, 6617]", pike and carp are two types of,pike,carp,fish,"['fish', 'fishes']","[6773, 49720]"
 arson and homicide are two types of,arson,homicide,crime,"['crimes', 'crime']","[12137, 6617]", gnats and bees are two types of,gnats,bees,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 arson and rape are two types of,arson,rape,crime,"['crimes', 'crime']","[12137, 6617]", volleyball and wrestling are two types of,volleyball,wrestling,sport,['sports'],[9001]
 arson and assault are two types of,arson,assault,crime,"['crimes', 'crime']","[12137, 6617]", basses and guitars are two types of,basses,guitars,instrument,"['musical', 'instruments']","[12256, 13225]"
 arson and burglary are two types of,arson,burglary,crime,"['crimes', 'crime']","[12137, 6617]", oaks and palms are two types of,oaks,palms,tree,['trees'],[7139]
 arson and speeding are two types of,arson,speeding,crime,"['crimes', 'crime']","[12137, 6617]", kine and rabbits are two types of,kine,rabbits,animal,['animals'],[5074]
 arson and breaking and entering are two types of,arson,breaking and entering,crime,"['crimes', 'crime']","[12137, 6617]", skateboards and minivans are two types of,skateboards,minivans,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 arson and drug use are two types of,arson,drug use,crime,"['crimes', 'crime']","[12137, 6617]", half dollars and francs are two types of,half dollars,francs,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 arson and drunk driving are two types of,arson,drunk driving,crime,"['crimes', 'crime']","[12137, 6617]", millenniums and eons are two types of,millenniums,eons,time,"['time', 'units']","[673, 5085]"
 arson and larceny are two types of,arson,larceny,crime,"['crimes', 'crime']","[12137, 6617]", mansions and tepees are two types of,mansions,tepees,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 arson and kidnapping are two types of,arson,kidnapping,crime,"['crimes', 'crime']","[12137, 6617]", secs and decades are two types of,secs,decades,time,"['time', 'units']","[673, 5085]"
 arson and vandalism are two types of,arson,vandalism,crime,"['crimes', 'crime']","[12137, 6617]", clogs and flip flops are two types of,clogs,flip flops,footwear,['footwear'],[3174]
 arson and battery are two types of,arson,battery,crime,"['crimes', 'crime']","[12137, 6617]", opals and diamonds are two types of,opals,diamonds,gem,"['gem', 'gems']","[16915, 42776]"
 arson and drug smuggling are two types of,arson,drug smuggling,crime,"['crimes', 'crime']","[12137, 6617]", battleships and dinghies are two types of,battleships,dinghies,boat,"['boats', 'vessels', 'ships', 'boat']","[19750, 12671, 11811, 9735]"
 arson and grand theft auto are two types of,arson,grand theft auto,crime,"['crimes', 'crime']","[12137, 6617]", loafers and flip flops are two types of,loafers,flip flops,footwear,['footwear'],[3174]
 speeding and robbery are two types of,speeding,robbery,crime,"['crimes', 'crime']","[12137, 6617]", hotels and trailers are two types of,hotels,trailers,home,"['housing', 'residential', 'structures']","[8039, 16252, 5289]"
 speeding and homicide are two types of,speeding,homicide,crime,"['crimes', 'crime']","[12137, 6617]", professors and athletes are two types of,professors,athletes,profession,"['people', 'professionals', 'workers']","[952, 12440, 5820]"
 speeding and rape are two types of,speeding,rape,crime,"['crimes', 'crime']","[12137, 6617]", apples and grapes are two types of,apples,grapes,fruit,"['fruits', 'fruit']","[18098, 9279]"
 speeding and assault are two types of,speeding,assault,crime,"['crimes', 'crime']","[12137, 6617]", chairs and lamps are two types of,chairs,lamps,furniture,['furniture'],[17076]
 speeding and burglary are two types of,speeding,burglary,crime,"['crimes', 'crime']","[12137, 6617]", planes and ships are two types of,planes,ships,vehicle,"['vehicles', 'transportation', 'transport']","[9411, 13120, 4616]"
 speeding and arson are two types of,speeding,arson,crime,"['crimes', 'crime']","[12137, 6617]", lamps and bookcases are two types of,lamps,bookcases,furniture,['furniture'],[17076]
 speeding and breaking and entering are two types of,speeding,breaking and entering,crime,"['crimes', 'crime']","[12137, 6617]", cabinets and armoires are two types of,cabinets,armoires,furniture,['furniture'],[17076]
 speeding and drug use are two types of,speeding,drug use,crime,"['crimes', 'crime']","[12137, 6617]", mosquitoes and beetles are two types of,mosquitoes,beetles,bug,"['insects', 'insect', 'bugs']","[22392, 13188, 19775]"
 speeding and drunk driving are two types of,speeding,drunk driving,crime,"['crimes', 'crime']","[12137, 6617]", potatoes and turnips are two types of,potatoes,turnips,vegetable,"['vegetables', 'vegetable']","[15737, 21436]"
 speeding and larceny are two types of,speeding,larceny,crime,"['crimes', 'crime']","[12137, 6617]", chairs and loveseats are two types of,chairs,loveseats,furniture,['furniture'],[17076]
 speeding and kidnapping are two types of,speeding,kidnapping,crime,"['crimes', 'crime']","[12137, 6617]", dollars and pounds are two types of,dollars,pounds,money,"['currency', 'money', 'currencies']","[14731, 2583, 39105]"
 speeding and vandalism are two types of,speeding,vandalism,crime,"['crimes', 'crime']","[12137, 6617]", apples and kiwis are two types of,apples,kiwis,fruit,"['fruits', 'fruit']","[18098, 9279]"
 speeding and battery are two types of,speeding,battery,crime,"['crimes', 'crime']","[12137, 6617]", drills and rulers are two types of,drills,rulers,tool,['tools'],[5657]
 speeding and drug smuggling are two types of,speeding,drug smuggling,crime,"['crimes', 'crime']","[12137, 6617]", sisters and great aunts are two types of,sisters,great aunts,relative,"['relatives', 'family']","[17772, 2021]"
 speeding and grand theft auto are two types of,speeding,grand theft auto,crime,"['crimes', 'crime']","[12137, 6617]", shoes and flip flops are two types of,shoes,flip flops,footwear,['footwear'],[3174]
 breaking and entering and robbery are two types of,breaking and entering,robbery,crime,"['crimes', 'crime']","[12137, 6617]", emeralds and diamonds are two types of,emeralds,diamonds,gem,"['gem', 'gems']","[16915, 42776]"
 breaking and entering and homicide are two types of,breaking and entering,homicide,crime,"['crimes', 'crime']","[12137, 6617]", wrenches and nails are two types of,wrenches,nails,tool,['tools'],[5657]
 breaking and entering and rape are two types of,breaking and entering,rape,crime,"['crimes', 'crime']","[12137, 6617]", saxophones and drums are two types of,saxophones,drums,instrument,"['musical', 'instruments']","[12256, 13225]"
 breaking and entering and assault are two types of,breaking and entering,assault,crime,"['crimes', 'crime']","[12137, 6617]", bluejays and ducks are two types of,bluejays,ducks,bird,"['birds', 'bird']","[11260, 12621]"
